HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Deck,Num,Side,Route,SocialLevel,GroupNumber
2,1,2,2,0,0,0,0,0,0,1,729,1,9,0,3862
1,0,0,0,0,0,0,4,4,4,1,1088,1,4,4,5698
1,0,1,2,0,4,0,0,4,0,1,704,0,5,0,3421
0,1,0,2,0,0,0,0,0,0,5,140,0,1,0,4169
1,1,0,0,0,0,0,0,0,0,3,1032,0,4,0,6402
2,0,0,1,0,0,0,0,0,0,4,530,1,7,0,8012
1,0,0,1,0,4,4,0,0,0,1,1083,1,4,0,5673
1,0,0,1,0,0,4,0,4,4,4,255,0,4,4,4110
1,0,0,2,0,4,1,4,4,0,1,736,1,4,4,3911
1,0,2,1,0,0,0,4,0,4,1,1842,0,6,0,8985
0,1,0,3,0,0,0,0,0,0,0,128,0,1,0,4102
2,1,0,0,0,0,0,0,0,0,1,35,1,7,0,167
1,1,1,1,0,0,0,0,0,0,3,957,1,5,0,5894
2,1,0,2,0,0,0,0,0,0,4,578,0,7,0,9032
1,0,0,1,0,4,1,0,0,4,4,276,0,4,0,4354
0,0,0,3,0,0,4,4,3,4,6,95,1,1,4,2645
2,0,2,1,0,4,0,4,0,0,5,140,1,9,0,4330
1,0,0,3,0,0,4,4,0,0,3,1287,0,4,0,7950
1,0,0,2,0,4,0,0,4,1,1,649,1,4,0,3447
1,0,2,1,1,0,4,0,2,4,5,245,1,6,0,8314
1,1,0,1,0,0,0,0,0,0,3,730,1,4,0,4474
2,0,2,2,0,4,0,4,4,4,1,1235,0,9,4,5988
0,1,2,1,0,0,0,0,0,0,0,207,1,3,0,5441
1,0,0,3,0,0,4,1,2,4,3,790,0,4,4,4901
1,1,0,2,0,0,0,0,0,0,3,1109,0,4,0,6829
0,0,0,0,0,4,4,4,4,4,2,107,1,1,4,9073
1,1,2,0,0,0,0,0,0,0,5,427,0,6,0,8129
1,0,2,0,0,4,4,0,4,1,1,1155,0,6,4,5574
1,0,0,2,0,4,4,0,0,0,4,588,0,4,0,9185
0,0,0,3,0,4,4,4,4,4,6,96,0,1,4,2826
2,1,0,0,0,0,0,0,0,0,1,1502,1,7,0,7853
1,0,0,1,0,4,4,4,0,0,1,807,1,4,4,4311
0,0,0,1,0,0,4,0,4,4,2,89,1,1,4,7337
1,0,0,1,0,4,0,4,3,0,1,1533,0,4,0,7411
2,0,0,0,0,0,0,0,0,0,1,41,0,7,0,193
2,1,2,2,0,0,0,0,0,0,1,611,0,9,0,2927
1,0,0,1,0,0,4,4,2,4,1,881,0,4,4,4257
0,0,0,0,0,0,4,4,4,4,0,254,1,1,4,6583
1,0,1,0,0,0,4,0,0,0,1,1169,1,5,0,6120
1,0,1,1,0,0,3,0,0,4,1,1774,0,5,0,8642
1,0,0,2,0,4,3,4,4,4,4,397,1,4,4,6032
2,0,2,0,0,3,0,4,0,4,1,214,0,9,0,1035
1,1,0,0,0,0,0,0,0,0,3,1476,1,4,0,9157
1,0,0,2,0,4,0,4,4,4,4,43,1,4,4,635
0,1,2,2,0,0,0,0,0,0,4,336,0,3,0,5362
2,1,0,1,0,0,0,0,0,0,4,564,0,7,0,8812
2,0,0,2,1,4,4,0,4,0,5,80,1,7,4,2356
0,0,0,1,0,0,0,0,0,0,0,130,1,1,0,3439
1,0,0,2,0,0,4,0,4,0,1,572,1,4,0,3004
1,1,0,0,0,0,0,0,0,0,3,785,1,4,0,4804
2,0,0,3,0,4,0,4,4,4,4,524,1,7,4,7952
1,0,1,1,0,1,4,0,4,2,3,427,0,5,4,6990
1,0,0,1,0,4,0,0,0,4,1,1171,0,4,0,5652
1,0,0,2,0,4,0,4,0,0,3,1188,1,4,0,7297
0,1,0,1,0,0,0,0,0,0,0,206,0,1,0,6075
1,0,0,1,0,4,4,0,0,4,1,387,1,4,4,2015
0,0,0,1,0,0,0,0,0,0,0,59,0,1,0,2009
0,0,0,2,0,0,4,4,4,4,4,427,1,1,4,110
0,0,0,2,0,0,4,4,4,4,6,257,0,1,4,7941
1,0,0,2,0,0,4,4,4,0,1,1070,0,4,4,5246
2,1,0,0,0,0,0,0,0,0,1,1339,0,7,0,6468
1,0,0,2,0,0,4,4,0,0,1,723,0,4,0,3499
1,1,1,3,0,0,0,0,0,0,3,1044,1,5,0,6439
1,0,0,1,0,4,1,4,4,3,3,476,1,4,4,3021
0,0,0,3,0,0,4,0,4,4,5,90,1,1,4,2677
1,0,1,1,0,4,4,0,0,4,1,901,0,5,4,4382
0,0,0,1,0,0,0,0,0,0,0,207,0,1,0,6146
1,1,0,0,0,0,0,0,0,0,3,473,1,4,0,3004
0,1,2,1,0,0,0,0,0,0,5,229,1,3,0,7937
1,1,2,1,0,0,0,0,0,0,3,892,0,6,0,5578
2,1,0,2,0,0,0,0,0,0,1,968,0,7,0,4762
0,1,0,3,0,0,0,0,0,0,6,118,1,1,0,3081
1,0,0,2,0,4,4,0,4,0,3,1468,1,4,4,9108
2,0,0,2,0,4,0,4,4,0,5,427,0,7,4,3535
1,1,0,2,0,0,0,0,0,0,3,838,1,4,0,5130
1,0,0,1,0,0,4,0,4,0,1,437,0,4,0,2187
2,0,0,1,0,4,4,4,0,0,5,75,0,7,4,2592
1,0,0,1,0,4,0,0,4,0,3,1369,1,4,0,8528
0,0,0,3,0,0,4,4,4,4,6,254,1,1,4,6908
1,0,1,3,0,0,0,4,0,4,4,577,1,5,0,8811
1,0,2,3,0,0,0,4,4,0,4,565,1,6,0,8615
1,0,0,3,0,4,0,0,4,0,4,501,1,4,0,7544
2,0,0,2,0,4,0,4,0,0,1,42,0,7,0,195
0,1,0,2,0,0,0,0,0,0,5,230,1,1,0,7944
1,0,0,1,0,4,4,4,4,0,1,1028,0,4,4,5050
0,1,2,1,0,0,0,0,0,0,2,55,1,3,0,4475
1,0,0,0,0,4,0,0,0,4,1,410,0,4,0,2065
1,1,1,2,0,0,0,0,0,0,3,420,0,5,0,2590
0,1,2,1,0,0,0,0,0,0,0,222,1,3,0,5836
2,1,2,1,0,0,0,0,0,0,1,609,0,9,0,2925
0,0,2,0,0,0,0,0,0,0,0,202,1,3,0,5254
0,1,2,2,0,0,0,0,0,0,0,281,1,3,0,7452
2,0,0,2,0,4,0,4,0,0,5,427,0,7,0,348
1,0,0,1,0,0,3,4,0,0,3,973,1,4,0,5987
0,1,2,1,0,0,0,0,0,0,0,340,1,3,0,8816
0,0,0,1,0,4,4,4,4,4,6,143,1,1,4,3950
2,0,2,1,0,4,0,4,0,0,1,1077,1,9,0,5643
1,0,0,1,0,4,4,4,4,0,1,845,1,4,4,4493
1,0,0,1,0,0,4,4,0,4,1,1080,0,4,4,5281
1,1,0,0,0,0,0,0,0,0,3,894,1,4,0,5545
2,1,0,2,0,0,0,0,0,0,1,712,1,7,0,3775
1,0,0,1,0,4,4,4,4,3,1,1205,0,4,4,5809
0,1,0,2,0,0,0,0,0,0,6,323,1,1,0,8581
1,0,1,1,0,0,0,4,0,0,3,511,1,5,0,3221
1,1,0,0,0,0,0,0,0,0,3,1292,1,4,0,8000
1,0,0,1,0,4,4,0,4,0,3,833,1,4,4,5104
2,0,0,1,0,4,0,4,0,0,1,64,1,7,0,347
2,1,0,3,0,0,0,0,0,0,1,431,1,7,0,2191
0,0,0,1,0,4,4,0,1,4,6,55,1,1,4,1444
1,1,1,1,0,0,0,0,0,0,3,537,1,5,0,3365
1,0,2,2,0,4,0,0,4,0,1,778,1,6,0,4137
0,0,0,3,0,0,4,0,4,4,4,237,1,1,4,3485
0,1,0,2,0,0,0,0,0,0,0,105,1,1,0,2712
1,0,0,1,0,4,4,0,0,4,1,1411,0,4,4,6787
0,0,2,3,0,1,4,4,4,4,0,299,1,3,4,7754
1,0,0,3,0,1,4,4,0,4,3,6,0,4,4,66
1,1,0,0,0,0,0,0,0,0,3,1368,0,4,0,8383
2,0,0,1,0,4,0,4,4,0,1,1453,0,7,4,6997
1,1,2,1,0,0,0,0,0,0,3,940,0,6,0,5824
2,0,0,1,0,4,0,4,0,0,1,568,0,7,0,2745
0,0,2,1,0,0,0,0,0,4,6,81,0,3,0,2300
2,1,0,2,0,0,0,0,0,0,1,1648,1,7,0,8549
1,0,0,1,0,4,0,1,4,0,3,530,0,4,0,3259
1,0,0,1,0,0,0,4,4,2,1,245,0,4,0,1229
1,0,0,1,0,0,2,4,0,4,3,35,1,4,0,223
1,0,1,1,0,3,0,0,4,0,1,1194,0,5,0,5756
1,0,2,3,0,0,3,0,4,4,3,152,0,6,0,1024
1,1,0,1,0,0,0,0,0,0,3,323,1,4,0,2026
2,0,0,0,0,4,3,4,0,0,1,1513,0,7,0,7309
1,0,2,2,0,0,4,0,4,0,1,964,1,6,0,5067
2,0,0,1,0,0,0,0,0,0,4,145,0,7,0,2421
1,1,2,3,0,0,0,0,0,0,3,906,1,6,0,5614
0,0,0,3,0,4,4,0,4,4,2,60,1,1,4,4944
2,1,0,1,0,0,0,0,0,0,4,258,0,7,0,4143
1,0,0,1,0,0,0,4,0,4,1,243,1,4,0,1259
1,0,0,1,0,0,0,4,4,0,1,1224,0,4,0,5921
1,0,0,1,0,0,4,0,0,0,1,1514,0,4,0,7311
1,1,1,3,0,0,0,0,0,0,3,960,1,5,0,5907
2,0,2,1,0,4,4,4,0,0,1,1289,0,9,4,6253
0,0,0,2,0,0,4,0,4,4,2,58,0,1,4,6111
1,0,0,1,0,4,4,4,4,0,1,1009,1,4,4,5253
2,0,0,0,0,0,0,0,0,0,1,745,0,7,0,3596
1,0,0,0,0,0,0,0,0,0,3,1422,0,4,0,8785
0,1,0,2,0,0,0,0,0,0,0,78,0,1,0,2555
2,1,0,1,0,0,0,0,0,0,1,1289,1,7,0,6748
1,1,1,1,0,0,0,0,0,0,3,1376,0,5,0,8427
1,0,2,1,0,0,4,4,0,0,1,1120,1,6,0,5871
0,0,0,1,0,0,4,4,4,4,6,50,1,1,4,1238
0,1,0,1,0,0,0,0,0,0,6,123,1,1,0,3279
1,0,0,2,0,4,4,3,4,4,1,1798,0,4,4,8728
1,0,0,1,0,0,4,4,4,0,3,222,0,4,4,1434
0,1,2,1,0,0,0,0,0,0,4,94,1,3,0,1308
1,1,0,4,0,0,0,0,0,0,3,921,1,4,0,5681
2,0,0,2,0,0,0,0,0,0,4,556,0,7,0,8668
1,0,0,1,0,0,4,0,0,0,1,1007,0,4,0,4939
0,1,0,1,0,0,0,0,0,0,4,338,0,1,0,5366
1,1,0,0,0,0,0,0,0,0,3,220,0,4,0,1425
1,0,0,0,0,0,0,0,0,0,3,322,1,4,0,2024
1,0,0,2,0,0,4,0,2,0,3,1465,1,4,0,9094
2,0,0,2,0,2,4,4,4,0,1,1431,1,7,4,7495
0,0,2,1,0,4,4,0,4,0,0,65,0,3,4,2196
2,1,0,2,0,0,0,0,0,0,1,761,1,7,0,4017
2,0,0,2,0,4,3,4,0,0,5,155,0,7,0,4680
1,1,2,4,0,0,0,0,0,0,3,410,0,6,0,2545
0,1,2,2,0,0,0,0,0,0,3,427,0,3,0,7746
1,0,2,1,0,4,2,4,0,0,1,1159,0,6,0,5587
1,0,0,1,0,0,4,4,4,0,1,427,0,4,4,4652
0,0,2,2,0,4,4,4,4,4,2,36,1,3,4,2988
0,1,2,2,0,0,0,0,0,0,0,229,1,3,0,5970
1,0,0,0,0,0,0,0,0,0,3,1411,0,4,0,8694
1,0,0,1,0,2,0,4,2,4,1,749,0,4,2,3614
0,1,2,2,0,0,0,0,0,0,4,230,0,3,0,3857
2,1,0,1,0,0,0,0,0,0,4,457,1,7,0,6880
1,0,0,0,0,4,4,4,1,4,1,420,1,4,4,2148
2,0,0,1,0,4,4,4,0,0,1,1655,0,7,4,7986
1,0,1,2,0,0,4,4,0,4,1,289,0,5,4,1478
0,1,2,1,1,0,0,0,0,0,0,82,1,3,0,1976
2,0,2,1,0,4,0,4,0,0,4,184,1,9,0,2666
0,1,0,1,0,0,0,0,0,0,0,286,1,1,0,7531
1,0,2,2,0,4,4,0,0,4,4,268,1,6,4,4016
1,0,1,2,0,0,0,2,4,4,1,994,0,5,0,4900
0,1,2,1,0,0,0,0,0,0,0,200,1,3,0,5156
1,1,2,2,0,0,0,0,0,0,3,965,0,6,0,5967
1,1,0,2,0,0,0,0,0,0,3,1449,1,4,0,8998
1,0,0,1,0,3,0,4,4,4,1,1655,1,4,4,8584
1,0,1,1,0,0,4,0,0,0,1,1127,0,5,0,5451
2,0,0,1,0,4,4,4,4,0,1,1131,0,7,4,5462
1,0,0,1,0,4,4,0,0,3,3,962,0,4,0,5934
1,0,0,1,0,4,4,4,4,3,1,856,1,4,4,4573
1,0,0,0,0,0,0,0,0,0,3,283,1,4,0,1800
1,0,0,0,0,4,0,0,4,1,1,51,1,4,0,267
0,1,0,1,0,0,0,0,0,0,5,77,1,1,0,2308
0,0,2,1,0,0,4,0,4,4,6,150,0,3,4,4677
1,0,0,2,0,0,4,0,4,4,2,0,0,4,4,119
1,0,0,1,0,4,0,0,4,4,1,361,1,4,4,1888
0,0,0,1,0,0,4,0,4,4,4,18,1,1,4,304
0,1,2,1,0,0,0,0,0,0,0,227,1,3,0,5930
2,1,0,0,0,0,0,0,0,0,1,635,1,7,0,3361
1,1,0,0,0,0,0,0,0,0,4,0,1,4,0,20
1,0,1,1,0,0,4,4,0,4,1,711,1,5,4,3773
0,0,0,1,0,0,0,0,4,4,0,330,1,1,0,8418
2,1,0,3,0,0,0,0,0,0,1,1195,1,7,0,6237
1,0,0,2,0,0,0,4,3,0,4,270,0,4,0,4309
0,0,0,2,0,0,4,0,4,4,1,427,1,1,4,1404
0,1,0,1,0,0,0,0,0,0,0,319,1,1,0,8117
1,0,0,0,0,0,4,4,4,0,1,1484,1,4,4,7768
1,1,0,3,0,0,0,0,0,0,3,643,0,4,0,3941
0,0,0,3,0,0,4,0,4,4,2,44,0,1,4,4974
0,1,2,0,0,0,0,0,0,0,5,227,0,3,0,7290
0,0,2,3,0,4,4,0,4,4,6,320,1,3,4,8523
2,1,0,2,0,0,0,0,0,0,4,158,0,7,0,2602
1,0,1,3,0,0,4,4,0,0,1,356,1,5,0,1850
1,1,0,3,0,0,0,0,0,0,3,1248,1,4,0,7682
0,1,2,1,0,0,0,0,0,0,0,267,0,3,0,8057
2,1,2,1,0,0,0,0,0,0,1,394,0,9,0,1985
1,1,1,1,0,0,0,0,0,0,3,1467,0,5,0,9036
1,0,0,1,0,4,4,0,0,4,1,1847,0,4,4,9030
1,0,0,2,0,0,0,4,0,4,4,33,0,4,0,522
1,0,0,1,0,4,0,0,0,0,1,820,1,4,0,4369
0,0,0,2,1,0,4,4,0,4,6,55,0,1,4,1540
2,0,0,1,0,4,0,4,4,4,1,711,0,7,4,3465
2,0,0,2,0,4,0,4,4,4,1,1774,1,7,4,9180
1,0,1,1,0,4,0,4,4,4,3,320,0,5,4,1983
1,1,0,0,0,0,0,0,0,0,3,1109,0,4,0,6829
1,0,0,1,0,4,0,0,0,4,1,213,0,4,0,1030
0,1,0,1,0,0,0,0,0,0,0,41,1,1,0,1075
2,0,0,1,1,4,0,0,4,0,5,75,0,7,0,2592
1,0,0,2,0,4,3,0,1,0,1,823,0,4,0,3991
1,0,0,2,0,4,4,0,4,4,3,189,1,4,4,1230
1,1,1,2,0,0,0,0,0,0,3,1027,1,5,0,6330
2,1,2,1,0,0,0,0,0,0,5,93,1,9,0,2722
1,0,0,1,0,4,4,4,0,4,4,97,1,4,4,1325
0,0,0,3,0,3,4,0,4,4,5,59,0,1,4,1892
1,0,1,1,0,2,3,4,4,0,1,1273,1,5,4,6647
0,1,2,2,0,0,0,0,0,0,6,53,0,3,0,1452
2,0,0,2,0,4,0,4,4,0,1,8,0,7,4,28
1,0,0,2,0,0,4,0,0,4,1,1299,1,4,0,6778
0,0,0,2,0,0,4,0,4,1,6,255,1,1,0,6921
0,1,2,1,0,0,0,0,0,0,6,251,0,3,0,7729
1,0,0,0,0,4,4,0,4,0,1,740,0,4,4,3568
1,0,0,1,0,0,4,4,4,0,1,1210,0,4,4,5863
1,0,0,4,0,4,4,4,0,4,3,1482,0,4,4,9118
0,0,2,0,0,0,0,0,0,0,4,56,1,3,0,772
1,0,0,2,0,4,0,4,4,0,1,341,1,4,4,1782
0,0,0,3,0,0,4,0,4,4,0,158,0,1,4,4730
1,0,2,0,0,4,4,3,4,4,3,671,0,6,4,4095
2,0,0,1,0,4,4,4,0,4,5,250,1,7,4,8406
1,0,2,2,0,4,0,4,4,0,1,1560,1,6,4,8157
1,1,0,0,0,0,0,0,0,0,3,836,0,4,0,5182
1,0,0,2,0,0,0,4,0,4,1,797,0,4,0,3866
1,1,1,1,0,0,0,0,0,0,3,1351,0,5,0,8306
1,0,0,3,1,4,0,4,0,0,1,61,1,4,0,321
1,0,0,1,0,4,0,4,0,0,3,386,1,4,0,2396
2,0,0,2,0,4,4,4,0,0,1,1486,1,7,4,7778
2,0,0,3,0,4,4,2,2,0,1,1603,0,7,2,7700
2,0,0,2,1,4,4,0,0,2,5,13,0,7,0,403
1,0,0,1,0,4,0,0,0,1,1,627,0,4,0,3000
0,0,2,1,0,0,4,0,4,4,6,75,1,3,4,1969
1,1,0,2,0,0,0,0,0,0,3,701,1,4,0,4291
1,0,0,1,0,0,4,3,4,0,3,616,1,4,0,3743
1,0,0,2,0,4,0,0,4,0,1,414,0,4,0,2091
1,0,2,1,0,0,0,4,4,0,1,982,1,6,0,5125
1,1,0,2,0,0,0,0,0,0,3,743,0,4,0,4544
1,0,2,1,0,4,0,0,0,4,1,971,0,6,0,4772
2,0,0,3,0,4,0,4,4,4,1,1289,0,7,4,6253
1,0,0,1,0,1,0,4,4,4,3,103,0,4,4,672
2,1,0,1,0,0,0,0,0,0,1,1136,0,7,0,5487
1,0,0,1,0,2,4,4,4,1,1,244,0,4,4,1225
0,1,2,1,0,0,0,0,0,0,6,50,0,3,0,1279
1,0,0,2,0,2,4,3,0,0,1,682,1,4,0,3615
1,0,0,2,0,0,1,4,0,4,3,150,1,4,0,984
0,0,2,1,0,0,4,0,4,4,0,73,1,3,4,1671
2,1,0,4,0,0,0,0,0,0,1,27,1,7,0,126
2,0,0,0,0,0,0,0,0,0,1,151,1,7,0,809
1,0,0,0,0,0,1,0,0,4,1,17,1,4,0,72
1,1,1,3,0,0,0,0,0,0,1,1458,0,5,0,7029
0,0,2,1,0,4,4,0,3,4,6,179,0,3,4,5648
1,1,2,1,0,0,0,0,0,0,3,1030,0,6,0,6398
1,0,0,1,0,4,0,0,0,0,1,370,1,4,0,1941
1,1,0,0,0,0,0,0,0,0,3,1477,1,4,0,9163
1,0,0,1,0,0,4,0,0,4,1,1371,1,4,0,7140
1,1,1,0,0,0,0,0,0,0,3,1289,1,5,0,7976
0,1,2,2,0,0,0,0,0,0,0,201,0,3,0,5927
1,0,1,1,0,0,4,0,4,4,1,132,1,5,4,724
1,0,0,1,0,0,0,0,0,4,1,510,1,4,0,2640
1,1,0,2,0,0,0,0,0,0,3,1012,0,4,0,6280
1,1,0,2,0,0,0,0,0,0,3,762,0,4,0,4706
0,1,2,1,0,0,0,0,0,0,0,216,0,3,0,6372
1,0,0,1,0,4,0,4,0,0,1,774,1,4,0,4116
2,0,0,1,0,4,0,4,0,0,1,427,1,7,0,4637
2,1,2,3,0,0,0,0,0,0,5,101,1,9,0,3084
1,0,0,0,0,0,0,0,0,0,3,1368,0,4,0,8383
0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,8
1,0,0,0,0,0,0,0,0,0,3,1015,0,4,0,6302
0,0,0,3,0,4,4,0,4,4,6,65,1,1,4,1767
2,0,0,1,0,4,0,4,4,0,1,317,1,7,4,1669
1,1,0,1,0,0,0,0,0,0,1,1194,0,4,0,5756
1,1,0,2,0,0,0,0,0,0,3,943,1,4,0,5812
1,0,0,0,0,4,0,4,0,0,1,1185,1,4,0,6194
1,0,0,0,0,0,0,0,0,0,3,1271,0,4,0,7882
0,1,2,2,0,0,0,0,0,0,0,353,1,3,0,9218
2,0,2,1,0,4,0,0,4,0,4,275,1,9,0,4223
1,1,0,1,0,0,0,0,0,0,3,309,1,4,0,1957
1,0,1,1,0,4,4,4,0,0,1,1688,1,5,4,8710
2,1,0,1,0,0,0,0,0,0,1,1625,1,7,0,8451
1,0,2,2,0,4,2,4,4,0,1,470,1,6,4,2452
0,0,0,2,0,0,4,4,4,4,0,55,0,1,4,1696
2,0,2,1,0,4,4,4,0,0,1,1452,1,9,4,7605
1,1,0,1,0,0,0,0,0,0,3,1266,1,4,0,7828
2,1,0,0,0,0,0,0,0,0,1,630,1,7,0,3324
1,1,0,2,0,0,0,0,0,0,3,525,0,4,0,3241
1,1,1,1,0,0,0,0,0,0,3,1352,0,5,0,8320
0,1,0,0,0,0,0,0,0,0,0,300,0,1,0,9205
2,0,0,2,0,4,0,1,1,0,1,972,0,7,0,4774
2,1,2,2,0,0,0,0,0,0,1,862,0,9,0,4194
0,1,2,2,0,0,0,0,0,0,0,123,1,3,0,3318
2,1,0,1,0,0,0,0,0,0,1,1122,1,7,0,5879
2,1,0,2,0,0,0,0,0,0,4,391,0,7,0,6118
0,1,0,2,0,0,0,0,0,0,6,133,0,1,0,4181
1,0,0,3,0,4,0,4,0,0,1,1194,0,4,0,5756
0,1,2,1,0,0,0,0,0,0,0,262,0,3,0,7999
1,0,0,0,0,0,0,0,0,0,3,974,0,4,0,6020
2,0,2,0,0,0,0,0,0,0,1,211,0,9,0,1027
0,0,0,1,0,0,4,0,4,4,6,85,0,1,4,2475
2,0,0,1,0,4,0,4,4,4,4,153,0,7,4,2542
0,1,2,2,0,0,0,0,0,0,0,278,0,3,0,8448
1,0,0,0,0,0,0,0,0,0,3,521,0,4,0,3211
1,0,0,1,0,4,4,0,0,0,1,1768,0,4,0,8617
1,0,0,1,0,4,0,0,0,4,1,817,0,4,0,3959
0,0,2,1,0,0,4,0,4,4,2,57,0,3,4,6028
1,1,0,1,0,0,0,0,0,0,3,2,0,4,0,41
2,0,0,1,0,4,4,4,4,0,4,288,1,7,4,4429
1,1,1,1,0,0,0,0,0,0,3,22,1,5,0,129
1,0,0,2,0,4,0,1,4,3,3,873,1,4,4,5421
0,0,0,3,0,0,4,0,0,4,6,99,1,1,0,2723
1,0,0,2,0,4,4,0,0,4,3,456,1,4,4,2876
1,1,2,2,0,0,0,0,0,0,3,206,0,6,0,1366
1,0,0,2,0,4,4,1,0,0,4,301,0,4,0,4832
1,0,0,1,0,4,3,4,0,4,3,724,0,4,4,4399
0,0,0,3,0,2,1,4,2,4,2,29,1,1,2,2251
1,0,0,1,0,0,4,0,4,0,3,1462,0,4,0,9018
1,0,0,2,0,0,4,4,4,0,3,97,1,4,4,657
2,0,0,3,0,4,0,4,0,0,1,204,1,7,0,1080
0,1,0,1,0,0,0,0,0,0,5,171,1,1,0,5611
0,0,0,2,0,0,4,0,0,4,0,175,1,1,0,4446
1,0,0,1,0,4,0,4,0,0,1,938,1,4,0,4933
0,0,0,3,0,0,4,0,4,0,6,210,0,1,0,6684
2,0,1,1,0,4,1,4,4,4,5,121,0,8,4,3592
0,0,0,1,0,0,4,0,4,4,4,234,1,1,4,3425
0,0,0,1,0,0,4,0,4,4,6,137,1,1,4,3850
2,0,0,1,0,4,0,4,0,4,1,930,1,7,4,4885
1,0,0,1,0,0,4,0,0,0,1,310,0,4,0,1577
0,0,1,2,1,0,4,4,4,4,6,329,1,2,4,8862
1,1,2,1,0,0,0,0,0,0,3,662,0,6,0,4035
1,1,1,1,0,0,0,0,0,0,3,677,0,5,0,4125
0,1,0,2,0,0,0,0,0,0,0,195,0,1,0,5780
1,0,2,0,0,0,0,0,0,0,3,1028,1,6,0,6334
0,1,0,1,0,0,0,0,0,0,0,224,0,1,0,6706
1,0,0,3,0,0,4,0,0,4,1,1146,1,4,0,6031
2,1,0,1,0,0,0,0,0,0,1,709,1,7,0,3765
0,0,0,2,0,0,4,4,4,4,6,279,0,1,4,8452
1,1,1,1,0,0,0,0,0,0,1,1246,1,5,0,6523
2,1,0,1,0,0,0,0,0,0,1,527,0,7,0,2565
1,0,0,1,0,0,4,4,4,4,6,268,1,4,4,7330
0,1,0,1,0,0,0,0,0,0,0,291,0,1,0,8989
0,1,0,1,0,0,0,0,0,0,0,180,1,1,0,4562
1,0,0,1,0,0,4,0,0,4,1,1016,1,4,0,5282
1,1,0,2,0,0,0,0,0,0,3,24,0,4,0,172
2,1,0,1,0,0,0,0,0,0,1,1511,0,7,0,7301
1,0,0,1,0,1,0,0,4,4,1,1612,0,4,0,7761
1,1,0,4,0,0,0,0,0,0,3,396,1,4,0,2461
1,0,0,1,0,4,0,3,4,4,4,225,0,4,4,3816
2,0,2,0,0,0,0,0,0,0,1,63,1,9,0,337
1,1,0,2,0,0,0,0,0,0,3,611,0,4,0,3754
1,1,2,1,0,0,0,0,0,0,3,1323,1,6,0,8211
0,1,2,4,0,0,0,0,0,0,0,337,1,3,0,8721
0,0,2,3,0,0,4,0,4,0,0,86,0,3,0,2790
1,1,1,1,0,0,0,0,0,0,3,920,1,5,0,5679
0,0,0,2,0,0,4,4,4,4,2,0,1,1,4,3
1,1,2,2,0,0,0,0,0,0,5,41,0,6,0,1089
1,1,0,0,0,0,0,0,0,0,3,464,0,4,0,2847
1,1,0,2,0,0,0,0,0,0,3,604,0,4,0,3726
0,0,0,1,0,0,4,4,4,4,6,146,1,1,4,4083
0,0,0,2,0,4,4,0,0,4,4,608,1,1,4,9280
1,0,0,2,0,0,4,0,0,0,1,681,0,4,0,3262
1,1,0,2,0,0,0,0,0,0,3,617,1,4,0,3757
0,1,0,1,0,0,0,0,0,0,4,607,1,1,0,9267
0,1,0,0,0,0,0,0,0,0,0,329,1,1,0,8398
1,0,0,2,0,4,4,4,0,0,1,1630,0,4,4,7858
1,1,0,3,0,0,0,0,0,0,1,427,1,4,0,2144
1,1,2,1,0,0,0,0,0,0,3,268,1,6,0,1738
0,1,2,1,0,0,0,0,0,0,0,75,0,3,0,2534
0,1,2,1,0,0,0,0,0,0,0,167,1,3,0,4356
1,0,2,1,0,0,4,3,0,1,4,582,1,6,0,8863
1,0,0,0,0,0,0,0,0,0,3,574,0,4,0,3499
1,0,0,1,0,4,0,4,4,0,3,1354,1,4,4,8454
0,1,0,1,0,0,0,0,0,0,4,477,0,1,0,7376
1,1,1,0,0,0,0,0,0,0,3,1319,1,5,0,8186
1,1,0,0,0,0,0,0,0,0,3,657,0,4,0,4005
1,1,1,0,0,0,0,0,0,0,1,427,1,5,0,6302
1,0,0,2,0,4,4,4,0,1,5,427,0,4,4,2970
2,1,0,3,0,0,0,0,0,0,4,562,1,7,0,8588
1,1,0,0,0,0,0,0,0,0,3,695,1,4,0,4245
1,0,0,0,0,0,4,0,4,4,4,531,1,4,4,8016
1,0,0,2,0,0,4,0,0,2,3,536,1,4,0,3359
1,1,2,2,0,0,0,0,0,0,3,532,1,6,0,3343
2,0,0,1,0,4,4,0,0,0,5,180,1,7,0,5949
2,0,0,1,0,4,0,1,0,0,1,882,1,7,0,4695
1,0,0,2,0,4,4,0,0,0,3,848,0,4,0,5247
1,0,0,1,0,0,4,0,0,0,1,598,0,4,0,2892
1,1,1,2,0,0,0,0,0,0,3,967,0,5,0,5995
2,1,0,1,0,0,0,0,0,0,1,1147,0,7,0,5541
1,1,0,2,0,0,0,0,0,0,3,457,0,4,0,2820
1,0,1,1,0,0,4,4,0,4,1,1183,1,5,4,6192
1,1,2,3,0,0,0,0,0,0,3,492,1,6,0,3131
0,1,0,1,0,0,0,0,0,0,0,146,0,1,0,4469
0,0,0,1,0,0,4,4,4,4,5,258,0,1,4,8247
1,0,0,1,0,4,0,1,4,4,3,1293,0,4,4,7981
1,0,2,1,0,0,0,4,0,0,3,1258,0,6,0,7820
